-0.52,0.398942,-0.359314,-0.417348,-0.0842107,0.485273,0.398562
-0.51,0.398942,-0.352404,-0.420283,-0.097993,0.479289,0.404188
-0.5,0.398942,-0.345494,-0.423142,-0.111508,0.473087,0.409706
-0.49,0.398942,-0.338584,-0.425926,-0.124755,0.466675,0.415114
-0.48,0.398942,-0.331674,-0.428636,-0.137734,0.46006,0.420413
-0.47,0.398942,-0.324765,-0.431273,-0.150446,0.453247,0.425602
-0.46,0.398942,-0.317855,-0.433839,-0.162891,0.446243,0.430683
-0.45,0.398942,-0.310945,-0.436336,-0.175067,0.439055,0.435654
-0.44,0.398942,-0.304035,-0.438764,-0.186976,0.431687,0.440516
-0.43,0.398942,-0.297125,-0.441124,-0.198618,0.424145,0.445268
-0.42,0.398942,-0.290215,-0.443419,-0.209991,0.416436,0.449911
-0.41,0.398942,-0.283305,-0.445647,-0.221098,0.408564,0.454446
-0.4,0.398942,-0.276395,-0.447812,-0.231936,0.400535,0.45887
-0.39,0.398942,-0.269485,-0.449912,-0.242507,0.392354,0.463186
-0.38,0.398942,-0.262576,-0.451951,-0.25281,0.384025,0.467392
-0.37,0.398942,-0.255666,-0.453927,-0.262846,0.375555,0.471489
-0.36,0.398942,-0.248756,-0.455843,-0.272614,0.366946,0.475477
-0.35,0.398942,-0.241846,-0.457698,-0.282115,0.358206,0.479356
-0.34,0.398942,-0.234936,-0.459494,-0.291347,0.349337,0.483125
-0.33,0.398942,-0.228026,-0.461231,-0.300313,0.340344,0.486785
-0.32,0.398942,-0.221116,-0.462911,-0.30901,0.331232,0.490336
-0.31,0.398942,-0.214206,-0.464532,-0.31744,0.322005,0.493777
-0.3,0.398942,-0.207296,-0.466097,-0.325603,0.312667,0.49711
-0.29,0.398942,-0.200387,-0.467606,-0.333497,0.303223,0.500333
-0.28,0.398942,-0.193477,-0.469058,-0.341125,0.293677,0.503446
-0.27,0.398942,-0.186567,-0.470456,-0.348484,0.284032,0.506451
-0.26,0.398942,-0.179657,-0.471799,-0.355576,0.274293,0.509346
-0.25,0.398942,-0.172747,-0.473087,-0.3624,0.264464,0.512132
-0.24,0.398942,-0.165837,-0.474322,-0.368957,0.254548,0.514809
-0.23,0.398942,-0.158927,-0.475503,-0.375246,0.244549,0.517376
-0.22,0.398942,-0.152017,-0.476632,-0.381267,0.234472,0.519835
-0.21,0.398942,-0.145108,-0.477707,-0.387021,0.224319,0.522184
-0.2,0.398942,-0.138198,-0.478731,-0.392507,0.214095,0.524423
-0.19,0.398942,-0.131288,-0.479702,-0.397726,0.203803,0.526554
-0.18,0.398942,-0.124378,-0.480622,-0.402677,0.193447,0.528575
-0.17,0.398942,-0.117468,-0.48149,-0.40736,0.18303,0.530487
-0.16,0.398942,-0.110558,-0.482308,-0.411776,0.172556,0.53229
-0.15,0.398942,-0.103648,-0.483074,-0.415924,0.162028,0.533983
-0.14,0.398942,-0.0967384,-0.483791,-0.419804,0.15145,0.535567
-0.13,0.398942,-0.0898285,-0.484456,-0.423417,0.140826,0.537042
-0.12,0.398942,-0.0829186,-0.485072,-0.426762,0.130158,0.538408
-0.11,0.398942,-0.0760087,-0.485637,-0.42984,0.119451,0.539664
-0.1,0.398942,-0.0690988,-0.486153,-0.43265,0.108707,0.540811
-0.09,0.398942,-0.0621889,-0.48662,-0.435192,0.0979303,0.541849
-0.08,0.398942,-0.0552791,-0.487036,-0.437467,0.0871237,0.542778
-0.07,0.398942,-0.0483692,-0.487404,-0.439474,0.0762908,0.543597
-0.06,0.398942,-0.0414593,-0.487722,-0.441214,0.0654348,0.544308
-0.05,0.398942,-0.0345494,-0.487991,-0.442686,0.0545591,0.544909
-0.04,0.398942,-0.0276395,-0.488211,-0.44389,0.043667,0.5454
-0.03,0.398942,-0.0207296,-0.488383,-0.444827,0.0327617,0.545783
-0.02,0.398942,-0.0138198,-0.488505,-0.445496,0.0218466,0.546056
-0.01,0.398942,-0.00690988,-0.488578,-0.445897,0.0109249,0.54622
7.5287e-16,0.398942,5.20224e-16,-0.488603,-0.446031,-8.22547e-16,0.546274
0.01,0.398942,0.00690988,-0.488578,-0.445897,-0.0109249,0.54622
0.02,0.398942,0.0138198,-0.488505,-0.445496,-0.0218466,0.546056
0.03,0.398942,0.0207296,-0.488383,-0.444827,-0.0327617,0.545783
0.04,0.398942,0.0276395,-0.488211,-0.44389,-0.043667,0.5454
0.05,0.398942,0.0345494,-0.487991,-0.442686,-0.0545591,0.544909
0.06,0.398942,0.0414593,-0.487722,-0.441214,-0.0654348,0.544308
0.07,0.398942,0.0483692,-0.487404,-0.439474,-0.0762908,0.543597
0.08,0.398942,0.0552791,-0.487036,-0.437467,-0.0871237,0.542778
0.09,0.398942,0.0621889,-0.48662,-0.435192,-0.0979303,0.541849
0.1,0.398942,0.0690988,-0.486153,-0.43265,-0.108707,0.540811
0.11,0.398942,0.0760087,-0.485637,-0.42984,-0.119451,0.539664
0.12,0.398942,0.0829186,-0.485072,-0.426762,-0.130158,0.538408
0.13,0.398942,0.0898285,-0.484456,-0.423417,-0.140826,0.537042
0.14,0.398942,0.0967384,-0.483791,-0.419804,-0.15145,0.535567
0.15,0.398942,0.103648,-0.483074,-0.415924,-0.162028,0.533983
0.16,0.398942,0.110558,-0.482308,-0.411776,-0.172556,0.53229
0.17,0.398942,0.117468,-0.48149,-0.40736,-0.18303,0.530487
0.18,0.398942,0.124378,-0.480622,-0.402677,-0.193447,0.528575
0.19,0.398942,0.131288,-0.479702,-0.397726,-0.203803,0.526554
0.2,0.398942,0.138198,-0.478731,-0.392507,-0.214095,0.524423
0.21,0.398942,0.145108,-0.477707,-0.387021,-0.224319,0.522184
0.22,0.398942,0.152017,-0.476632,-0.381267,-0.234472,0.519835
0.23,0.398942,0.158927,-0.475503,-0.375246,-0.244549,0.517376
0.24,0.398942,0.165837,-0.474322,-0.368957,-0.254548,0.514809
0.25,0.398942,0.172747,-0.473087,-0.3624,-0.264464,0.512132
0.26,0.398942,0.179657,-0.471799,-0.355576,-0.274293,0.509346
0.27,0.398942,0.186567,-0.470456,-0.348484,-0.284032,0.506451
0.28,0.398942,0.193477,-0.469058,-0.341125,-0.293677,0.503446
0.29,0.398942,0.200387,-0.467606,-0.333497,-0.303223,0.500333
0.3,0.398942,0.207296,-0.466097,-0.325603,-0.312667,0.49711
0.31,0.398942,0.214206,-0.464532,-0.31744,-0.322005,0.493777
0.32,0.398942,0.221116,-0.462911,-0.30901,-0.331232,0.490336
0.33,0.398942,0.228026,-0.461231,-0.300313,-0.340344,0.486785
0.34,0.398942,0.234936,-0.459494,-0.291347,-0.349337,0.483125
0.35,0.398942,0.241846,-0.457698,-0.282115,-0.358206,0.479356
0.36,0.398942,0.248756,-0.455843,-0.272614,-0.366946,0.475477
0.37,0.398942,0.255666,-0.453927,-0.262846,-0.375555,0.471489
0.38,0.398942,0.262576,-0.451951,-0.25281,-0.384025,0.467392
0.39,0.398942,0.269485,-0.449912,-0.242507,-0.392354,0.463186
0.4,0.398942,0.276395,-0.447812,-0.231936,-0.400535,0.45887
0.41,0.398942,0.283305,-0.445647,-0.221098,-0.408564,0.454446
0.42,0.398942,0.290215,-0.443419,-0.209991,-0.416436,0.449911
0.43,0.398942,0.297125,-0.441124,-0.198618,-0.424145,0.445268
0.44,0.398942,0.304035,-0.438764,-0.186976,-0.431687,0.440516
0.45,0.398942,0.310945,-0.436336,-0.175067,-0.439055,0.435654
0.46,0.398942,0.317855,-0.433839,-0.162891,-0.446243,0.430683
0.47,0.398942,0.324765,-0.431273,-0.150446,-0.453247,0.425602
0.48,0.398942,0.331674,-0.428636,-0.137734,-0.46006,0.420413
0.49,0.398942,0.338584,-0.425926,-0.124755,-0.466675,0.415114
0.5,0.398942,0.345494,-0.423142,-0.111508,-0.473087,0.409706
0.51,0.398942,0.352404,-0.420283,-0.097993,-0.479289,0.404188
0.52,0.398942,0.359314,-0.417348,-0.0842107,-0.485273,0.398562
0.53,0.398942,0.366224,-0.414334,-0.0701607,-0.491034,0.392826
0.54,0.398942,0.373134,-0.41124,-0.0558431,-0.496562,0.386981
0.55,0.398942,0.380044,-0.408064,-0.0412579,-0.501852,0.381026
0.56,0.398942,0.386953,-0.404804,-0.026405,-0.506894,0.374963
0.57,0.398942,0.393863,-0.401458,-0.0112846,-0.511681,0.36879
0.58,0.398942,0.400773,-0.398024,0.00410349,-0.516205,0.362508
0.59,0.398942,0.407683,-0.394499,0.0197592,-0.520455,0.356116
0.6,0.398942,0.414593,-0.390882,0.0356825,-0.524423,0.349615
0.61,0.398942,0.421503,-0.387169,0.0518734,-0.5281,0.343006
0.62,0.398942,0.428413,-0.383358,0.068332,-0.531474,0.336286
0.63,0.398942,0.435323,-0.379446,0.0850581,-0.534535,0.329458
0.64,0.398942,0.442233,-0.37543,0.102052,-0.537272,0.32252
0.65,0.398942,0.449142,-0.371306,0.119313,-0.539672,0.315473
0.66,0.398942,0.456052,-0.36707,0.136842,-0.541724,0.308317
0.67,0.398942,0.462962,-0.362719,0.154639,-0.543414,0.301052
0.68,0.398942,0.469872,-0.358249,0.172703,-0.544727,0.293677
0.69,0.398942,0.476782,-0.353655,0.191035,-0.54565,0.286193
0.7,0.398942,0.483692,-0.348932,0.209635,-0.546165,0.2786
0.71,0.398942,0.490602,-0.344075,0.228502,-0.546256,0.270897
0.72,0.398942,0.497512,-0.339077,0.247636,-0.545904,0.263086
0.73,0.398942,0.504421,-0.333934,0.267039,-0.54509,0.255165
0.74,0.398942,0.511331,-0.328637,0.286709,-0.543793,0.247134
0.75,0.398942,0.518241,-0.32318,0.306646,-0.54199,0.238995
0.76,0.398942,0.525151,-0.317554,0.326852,-0.539655,0.230746
0.77,0.398942,0.532061,-0.31175,0.347324,-0.536762,0.222388
0.78,0.398942,0.538971,-0.305757,0.368065,-0.533282,0.213921
0.79,0.398942,0.545881,-0.299566,0.389073,-0.529181,0.205344
0.8,0.398942,0.552791,-0.293162,0.410349,-0.524423,0.196659
0.81,0.398942,0.559701,-0.286531,0.431892,-0.518969,0.187864
0.82,0.398942,0.56661,-0.279658,0.453703,-0.512775,0.178959
0.83,0.398942,0.57352,-0.272525,0.475781,-0.505788,0.169946
0.84,0.398942,0.58043,-0.265109,0.498127,-0.497954,0.160823
0.85,0.398942,0.58734,-0.257387,0.520741,-0.489205,0.151591
0.86,0.398942,0.59425,-0.249331,0.543623,-0.479468,0.14225
0.87,0.398942,0.60116,-0.240906,0.566772,-0.468654,0.132799
0.88,0.398942,0.60807,-0.232073,0.590188,-0.45666,0.123239
0.89,0.398942,0.61498,-0.222783,0.613873,-0.443361,0.11357
0.9,0.398942,0.621889,-0.212977,0.637824,-0.428608,0.103792
0.91,0.398942,0.628799,-0.202579,0.662044,-0.412211,0.0939045
0.92,0.398942,0.635709,-0.191492,0.686531,-0.393935,0.0839077
0.93,0.398942,0.642619,-0.179591,0.711286,-0.373466,0.0738016
0.94,0.398942,0.649529,-0.166699,0.736308,-0.350385,0.0635863
0.95,0.398942,0.656439,-0.152566,0.761598,-0.324091,0.0532617
0.96,0.398942,0.663349,-0.136809,0.787156,-0.293677,0.0428279
0.97,0.398942,0.670259,-0.118782,0.812981,-0.257636,0.0322848
0.98,0.398942,0.677169,-0.0972307,0.839074,-0.213066,0.0216325
0.99,0.398942,0.684078,-0.0689259,0.865434,-0.152582,0.0108709
